video_id,question_type,question,a0,a1,a2,a3,a4,correct_idx,predicted_idx,is_correct,confidence,prob_a0,prob_a1,prob_a2,prob_a3,prob_a4,correct_answer,predicted_answer
TgUJ9-1VMSY_000029_000039,explanatory,Why are there a lot of massive woods?,[person_1] wants to climb over the pole.,[person_1] and [person_1] are playing chess.,[person_1] is spinning poi.,Because [person_1] is working in a big wood workshop.,[person_1] and [person_1] are cutting wood.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,Because [person_1] is working in a big wood workshop.,Because [person_1] is working in a big wood workshop.
v1MpgWOzOMI_000034_000044,descriptive,Where is a [refrigerator_1]?,It is very bright.,The pants of [person_1] is black.,The [refrigerator_1] is next to [person_1].,No.,The plastic cup is green.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,The [refrigerator_1] is next to [person_1].,The [refrigerator_1] is next to [person_1].
v1MpgWOzOMI_000034_000044,predictive,What is [person_1] going to do?,[person_1] is going to stand up straight.,[person_1] is going to learn how to keep balance.,[person_1] is going to read another page.,[person_1] is going to sleep.,[person_1] is going to stand up on legs.,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] is going to stand up on legs.,[person_1] is going to stand up on legs.
v1MpgWOzOMI_000034_000044,counterfactual,What will happen if [person_1] practices doing a handstand everyday?,[person_1] will back to practice later.,[person_1] will master this move.,[person_1] will not play snowkiting.,Perhaps [person_1] will not even be able to lift the didgeridoo.,[person_1]'s team will be upset.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,Perhaps [person_1] will not even be able to lift the didgeridoo.,Perhaps [person_1] will not even be able to lift the didgeridoo.
8oE2AJpIOYo_000166_000176,predictive_reason,Why?,[person_2] wants to make [person_1] happy.,[person_2] is the consumer and the drink does not finish.,To let the bubble [person_2] made into the sky.,[person_2] is going to talking with [person_1].,Because [person_2] has held the stick in her hands.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_2] wants to make [person_1] happy.,[person_2] wants to make [person_1] happy.
KftEyc-OS_0_000053_000063,descriptive,Where is the [handbag_1]?,In front of the house.,The television is on the wall.,[handbag_1] is near [person_3].,[handbag_1] is on the shelf.,The bag is on the table.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,[handbag_1] is near [person_3].,[handbag_1] is near [person_3].
KftEyc-OS_0_000053_000063,counterfactual_reason,Why?,"The internet will be off , too.","The lights are off , too.",The microphone and the music will be off.,The microphone will be off.,The room will be dark then.,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,The room will be dark then.,The room will be dark then.
2pmiHAx9QZA_000048_000058,counterfactual,What will happen if [person_1] falls down?,Maybe [person_1] will stand up and continue skiing.,[person_1] will stand up and laugh.,[person_1] will die.,"[person_2] will fall down , too.",The skateboards can be damaged.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,"[person_2] will fall down , too.","[person_2] will fall down , too."
2pmiHAx9QZA_000048_000058,counterfactual_reason,Why?,The [person_1] is performing on the stage.,Because [person_1] has to go to the hospital.,Because [person_1] looked fluently player so perhaps [person_1] knows how to swim.,[person_1] is just a baby and [person_1] feels scared.,Because [person_1] is next to [person_2].,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,Because [person_1] is next to [person_2].,Because [person_1] is next to [person_2].
j4CtODtMbdI_000029_000039,predictive,What will happen to the badminton in the second match?,The badminton will fly back the side of the blue team.,[bench_1] will keep feeding the fish.,[bench_1] will dismount [bench_1] and assist [bench_1].,[bench_1] will take a step forward and mount the [bench_1].,[person_1] is going to continue the sword fight.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,The badminton will fly back the side of the blue team.,The badminton will fly back the side of the blue team.
ckFNtBUln5g_000164_000174,explanatory,Why is [person_1] pushing a wheelchair?,[person_3] is lying on [person_1] to get a massage.,[person_3] is taking part in a game.,[person_3] and [person_1] are daring to skate.,Because [person_1] is helping [person_3] move.,[person_1] wants to wear the sweater.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,Because [person_1] is helping [person_3] move.,Because [person_1] is helping [person_3] move.
ckFNtBUln5g_000164_000174,predictive_reason,Why?,[person_2] doesn't want the kids to get hurt.,[person_2] stops dancing and sits down.,[person_2] turns around to leave.,[person_2] is moving in a wheelchair.,[person_2] looks very focused while playing didgeridoo.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_2] is moving in a wheelchair.,[person_2] is moving in a wheelchair.
ckFNtBUln5g_000164_000174,counterfactual,What will happen if [person_2] does not have a wheelchair?,[person_2] may feel uncomfortable.,[person_2] will not be able to move.,[person_2] would laugh harder.,[person_2] may complain or leave the room.,[person_2] will have something to eat.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_2] will not be able to move.,[person_2] will not be able to move.
p6ETyptiSBc_000023_000033,explanatory,Why the [person_1] is opening the refrigerator door?,[person_1] is squeezing oranges.,The [person_1] seems to be curious about the refrigerator door.,[person_1] is skipping the rope.,Because there is a person who guides [person_1] how to play basketball.,Because [person_1] is spraying paint on the picture.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,The [person_1] seems to be curious about the refrigerator door.,The [person_1] seems to be curious about the refrigerator door.
p6ETyptiSBc_000023_000033,predictive_reason,Why?,[person_1] is reading for jump.,Because there don't seem to be anything of interest to the [person_1] in the refrigerator.,The [person_1] has just wiped the blue plate and the [person_1] is next to a sink.,The [person_1] has already fallen.,The [person_1] almost finishes the tile installation.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,Because there don't seem to be anything of interest to the [person_1] in the refrigerator.,Because there don't seem to be anything of interest to the [person_1] in the refrigerator.
p6ETyptiSBc_000023_000033,counterfactual,What will happen if the [person_1] can't close the refrigerator door?,The [person_1] might fall to the route.,Then [person_1] can't shoot into the basket.,[person_1] will hold on and stop the machine.,[person_1] will pull the curtain down.,The [person_1] will cry and then attract adults to help him close the refrigerator door.,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,The [person_1] will cry and then attract adults to help him close the refrigerator door.,The [person_1] will cry and then attract adults to help him close the refrigerator door.
GkSG54iXY-g_000000_000010,descriptive,Where are these people?,"No , [person_2] isn't.",They are in front of a restaurant.,"No , he didn't.",The [person_1] is rectangular.,There are three boys here.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,They are in front of a restaurant.,They are in front of a restaurant.
GkSG54iXY-g_000000_000010,predictive,What is [person_1] going to do?,[person_1] will stop watering.,[person_1] will drive home.,[person_1] may clean the table.,[person_1] may stop recording.,She is going to go to bed.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] will drive home.,[person_1] will drive home.
GkSG54iXY-g_000000_000010,predictive_reason,Why?,Because [person_1] is asked to go home right now.,Because [person_1] will be tired.,Maybe [person_1] is having fun.,Because [person_1] acts as a guide.,Because [person_1] is going to chop something.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,Because [person_1] is asked to go home right now.,Because [person_1] is asked to go home right now.
JBVlD8ssBYM_000004_000014,descriptive,What is passing [person_1]?,[person_1] and [person_1] are watching two teams playing badminton.,It is in a fitness room.,It is pink.,A bus is passing [person_1].,[person_1] is on the table.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,A bus is passing [person_1].,A bus is passing [person_1].
JBVlD8ssBYM_000004_000014,explanatory,How is [person_1] walking?,[person_1] is trying to tutor about some kinds of tools.,The [person_1] is sleeping on the [person_1].,[person_1] hold a shovel to shovel mortar.,[person_1] is walking very slowly.,Perhaps [person_1] is teaching the way to play the harmonica.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] is walking very slowly.,[person_1] is walking very slowly.
y2SaWRLYK-8_000066_000076,descriptive,what is [person_1] wearing?,[person_1] is wearing a white coat.,[person_1] and [person_1] contain a lot of apple.,[person_1] is cleaning grape residue from the faucet.,[person_1] is wearing underwear.,"Yes , the [person_1] is playing an accordion.",3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] is wearing underwear.,[person_1] is wearing underwear.
y2SaWRLYK-8_000066_000076,counterfactual,what will happen if [person_1] does not wear underwear?,[person_1] will ask [person_1] to go home.,the ashes on the cigarette will not be able to fall on [person_1]'s body.,The boy will go to hold [person_1] before [person_1] falls down.,Maybe [person_1] will buy some water to drink.,Maybe [person_1] will drink some water to take energy.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,the ashes on the cigarette will not be able to fall on [person_1]'s body.,the ashes on the cigarette will not be able to fall on [person_1]'s body.
_yo2jKI8LiA_000051_000061,counterfactual,What would happen if [person_1] didn't stand?,[person_1] cannot dance while [person_1] plays the harmonica.,Body of [person_1] couldn't be as fit as [person_1] is now.,It may take longer for [person_1] to come home.,It is hard for [person_1] to practice.,[person_1] will be unemployed.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] cannot dance while [person_1] plays the harmonica.,[person_1] cannot dance while [person_1] plays the harmonica.
oYy2zyfw8TM_000021_000031,explanatory,Why is [person_1]'s hand constantly moving?,[person_1] cannot stand the heavy sledgehammer for long time.,[person_1] shovels the plaster on the floor and throw it on the wall.,[person_1] is playing a bass guitar solo.,[person_1]'s hand is constantly moving to create a melody with two pens.,It's a habit.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1]'s hand is constantly moving to create a melody with two pens.,[person_1]'s hand is constantly moving to create a melody with two pens.
oYy2zyfw8TM_000021_000031,predictive,How will [person_1] move next?,[person_1] will drive the [person_1].,[person_1] will have a rest.,[person_1] will hit his left hand down and then his right hand down.,[person_1] will comment on [person_1].,[person_1] would spray the top part.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] will hit his left hand down and then his right hand down.,[person_1] will hit his left hand down and then his right hand down.
oYy2zyfw8TM_000021_000031,counterfactual_reason,Why?,[person_1] will repair it.,It will be rain soon.,[person_1] is made of glass.,because the [person_1] falls from a high distance.,[person_1] would still be able to do those moves but would have a harder time because [person_1] were standing.,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] would still be able to do those moves but would have a harder time because [person_1] were standing.,[person_1] would still be able to do those moves but would have a harder time because [person_1] were standing.
74XKa6Bn_ZY_000006_000016,descriptive,Do they run indoors or outdoors?,"No , there are only a few lights.",Ten cups are arranged into a triangle.,They are playing a guessing game.,Outdoors.,"There is one "" Electric "" plate.",3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,Outdoors.,Outdoors.
74XKa6Bn_ZY_000006_000016,explanatory,Why run?,[person_1] is observing the game.,The [person_1] is smaller.,[person_1] and [person_1] are wrestling.,[person_1] Is watching [person_1] sheering a sheep.,Running can prolong life.,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,Running can prolong life.,Running can prolong life.
QOGF1swwByE_000000_000010,descriptive,What does [person_1] look like?,[person_1] looks thin.,[person_1] looks old and thin.,[person_1] looks like a basket weaver.,[person_1] looks young and handsome.,[person_1] looks like a professional skier.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] looks young and handsome.,[person_1] looks young and handsome.
QOGF1swwByE_000000_000010,counterfactual,What will happen if [person_1] finishes shaving ? ?,[person_1] will be deducted from his salary.,[person_1] will be more confident.,[person_1] can leave first.,[person_1] will be less confident.,[person_1] would try to break it by hands again.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] will be more confident.,[person_1] will be more confident.
2nH7jOQgHac_000081_000091,counterfactual,What would happen if [person_1] tripped and fell onto the grapes he was currently stomping?,[person_1] would get clean.,[person_1] will not be here.,[person_1] would get dirty.,She will also enjoy it.,[person_1] would not get dirty.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] would get dirty.,[person_1] would get dirty.
